id,keyword,location,text,target,DateTime,Cleaned_Tweet,Latitude,Longitude,Is_Fake,Fake_Score
3182,deluge,Australia,Audio: 16 Business Owners Share What They Would Do Differently Pt1 http://t.co/9uTqe9ZfDE,0,2016-09-13 00:31:00,audio business owners share would differently pt,-24.7761086,134.755,True,0.3451472222805023
7116,military,Australia,Mike Magner Discusses A Trust Betrayed: http://t.co/psbxl1HvU3 via @YouTube #military #veterans #environment,0,2015-11-05 19:45:00,mike magner discusses trust betrayed via military veterans environment,-24.7761086,134.755,True,0.4453304708003998
2808,cyclone,Australia,"#Camera #Art #Photography http://t.co/TJGxDc3D5p #0215 New BoltåÊCyclone DR PP-400DR Dual Outlet Power PackåÊFor External Camera Flash

$30Û_",0,2019-10-11 07:13:00,camera art photography new boltcyclone dr ppdr dual outlet power packfor external camera flash,-24.7761086,134.755,True,0.3886272609233856
7116,military,Australia,Mike Magner Discusses A Trust Betrayed: http://t.co/psbxl1HvU3 via @YouTube #military #veterans #environment,0,2019-07-30 02:23:00,mike magner discusses trust betrayed via military veterans environment,-24.7761086,134.755,True,0.4453304708003998
8079,rescue,Australia,"Lunch for the crew is made. Night night it's been a long day! 
~Peace~Love~Rescue~",0,2015-03-31 03:44:00,lunch crew made night night long day peaceloverescue,-24.7761086,134.755,True,0.38659045100212097
6742,lava,Australia,Check This Deal : http://t.co/uOoYgBb6aZ Sivan Health and Fitness Basalt Lava Hot Stone Massage Kit with 36 PieceÛ_ http://t.co/JJxcnwBp15,0,2019-01-09 10:21:00,check deal sivan health fitness basalt lava hot stone massage kit piece,,,True,0.22015415132045746
5310,fear,Australia,"Daily Reflections
August 6
DRIVEN
Driven by a hundred forms of fear self-delusion self-seeking and self-pity... http://t.co/DXfqOu4kT2",0,2018-08-07 20:19:00,daily reflectionsaugust drivendriven hundred forms fear selfdelusion selfseeking selfpity,,,True,0.2997243106365204
3182,deluge,Australia,Audio: 16 Business Owners Share What They Would Do Differently Pt1 http://t.co/9uTqe9ZfDE,0,2015-02-08 07:56:00,audio business owners share would differently pt,-24.7761086,134.755,True,0.3451472222805023
5582,flood,Australia,Motors Hot Deals #452 &gt;&gt; http://t.co/ED32PBviO7 10x 27W 12V 24V LED Work Light FLOOD Lamp Tractor Truck SUV UTV AÛ_ http://t.co/IfM6v6480P,0,2022-04-13 12:26:00,motors hot deals gtgt x w v v led work light flood lamp tractor truck suv utv,-24.7761086,134.755,True,0.2386932522058487
6665,landslide,Australia,Speaking of memorable debates: 60-Second Know-It-All: Ronald Reagan's landslide romp on Election Day in 1980 m... http://t.co/2XOhtjQJWh,0,2021-10-17 10:16:00,speaking memorable debates second knowitall ronald reagans landslide romp election day,,,True,0.4686487317085266
7116,military,Australia,Mike Magner Discusses A Trust Betrayed: http://t.co/psbxl1HvU3 via @YouTube #military #veterans #environment,0,2017-04-26 06:56:00,mike magner discusses trust betrayed via military veterans environment,-24.7761086,134.755,True,0.4453304708003998
6742,lava,Australia,Check This Deal : http://t.co/uOoYgBb6aZ Sivan Health and Fitness Basalt Lava Hot Stone Massage Kit with 36 PieceÛ_ http://t.co/JJxcnwBp15,0,2020-01-29 06:01:00,check deal sivan health fitness basalt lava hot stone massage kit piece,-24.7761086,134.755,True,0.22015415132045746
6466,injured,Australia,Offers : http://t.co/Gl3C1vc88P #8392 Deluxe Toilet Safety Support/Health/Home/Bathroom/Support/Elderly/Injured/SÛ_ http://t.co/vihdoKScCC,1,2022-01-12 05:51:00,offers deluxe toilet safety supporthealthhomebathroomsupportelderlyinjureds,-24.7761086,134.755,True,0.3788711130619049
6665,landslide,Australia,Speaking of memorable debates: 60-Second Know-It-All: Ronald Reagan's landslide romp on Election Day in 1980 m... http://t.co/2XOhtjQJWh,0,2015-12-27 01:43:00,speaking memorable debates second knowitall ronald reagans landslide romp election day,-24.7761086,134.755,True,0.4686487317085266
2808,cyclone,Australia,"#Camera #Art #Photography http://t.co/TJGxDc3D5p #0215 New BoltåÊCyclone DR PP-400DR Dual Outlet Power PackåÊFor External Camera Flash

$30Û_",0,2018-06-05 00:19:00,camera art photography new boltcyclone dr ppdr dual outlet power packfor external camera flash,-24.7761086,134.755,True,0.3886272609233856
6725,lava,Australia,Deal of The Day : http://t.co/Australia0qQqhQVj Brand New DSERIALPCILP Lava Computer PCI Bus Dual Serial 16550 Board  #eÛ_ http://t.co/l0b14SJ7JB,0,2016-03-09 01:16:00,deal day brand new dserialpcilp lava computer pci bus dual serial board e,-24.7761086,134.755,True,0.2397632896900177
2808,cyclone,Australia,"#Camera #Art #Photography http://t.co/TJGxDc3D5p #0215 New BoltåÊCyclone DR PP-400DR Dual Outlet Power PackåÊFor External Camera Flash

$30Û_",0,2015-01-22 07:01:00,camera art photography new boltcyclone dr ppdr dual outlet power packfor external camera flash,-24.7761086,134.755,True,0.3886272609233856
6725,lava,Australia,Deal of The Day : http://t.co/Australia0qQqhQVj Brand New DSERIALPCILP Lava Computer PCI Bus Dual Serial 16550 Board  #eÛ_ http://t.co/l0b14SJ7JB,0,2015-01-05 19:53:00,deal day brand new dserialpcilp lava computer pci bus dual serial board e,-24.7761086,134.755,True,0.2397632896900177
5582,flood,Australia,Motors Hot Deals #452 &gt;&gt; http://t.co/ED32PBviO7 10x 27W 12V 24V LED Work Light FLOOD Lamp Tractor Truck SUV UTV AÛ_ http://t.co/IfM6v6480P,0,2023-06-06 15:14:00,motors hot deals gtgt x w v v led work light flood lamp tractor truck suv utv,-24.7761086,134.755,True,0.2386932522058487
2808,cyclone,Australia,"#Camera #Art #Photography http://t.co/TJGxDc3D5p #0215 New BoltåÊCyclone DR PP-400DR Dual Outlet Power PackåÊFor External Camera Flash

$30Û_",0,2022-01-17 15:20:00,camera art photography new boltcyclone dr ppdr dual outlet power packfor external camera flash,-24.7761086,134.755,True,0.3886272609233856
2808,cyclone,Australia,"#Camera #Art #Photography http://t.co/TJGxDc3D5p #0215 New BoltåÊCyclone DR PP-400DR Dual Outlet Power PackåÊFor External Camera Flash

$30Û_",0,2022-01-05 17:36:00,camera art photography new boltcyclone dr ppdr dual outlet power packfor external camera flash,-24.7761086,134.755,True,0.3886272609233856
7116,military,Australia,Mike Magner Discusses A Trust Betrayed: http://t.co/psbxl1HvU3 via @YouTube #military #veterans #environment,0,2019-02-03 17:34:00,mike magner discusses trust betrayed via military veterans environment,-24.7761086,134.755,True,0.4453304708003998
6725,lava,Australia,Deal of The Day : http://t.co/Australia0qQqhQVj Brand New DSERIALPCILP Lava Computer PCI Bus Dual Serial 16550 Board  #eÛ_ http://t.co/l0b14SJ7JB,0,2022-09-10 16:51:00,deal day brand new dserialpcilp lava computer pci bus dual serial board e,-24.7761086,134.755,True,0.2397632896900177
6466,injured,Australia,Offers : http://t.co/Gl3C1vc88P #8392 Deluxe Toilet Safety Support/Health/Home/Bathroom/Support/Elderly/Injured/SÛ_ http://t.co/vihdoKScCC,1,2019-04-15 16:28:00,offers deluxe toilet safety supporthealthhomebathroomsupportelderlyinjureds,-24.7761086,134.755,True,0.3788711130619049
2415,collide,Australia,When high fashion and food collide: Gucci has chosen one of ShanghaiÛªs most popular commercial avenue... http://t.co/MkRxQZeHmY #fashion,0,2015-06-03 10:47:00,high fashion food collide gucci chosen one shanghais popular commercial avenue fashion,-24.7761086,134.755,True,0.15438638627529144
1149,blight,Australia,City program to help turn blight into greenspace: The Tennessee Housing DevelopmentÛ_ http://t.co/ZZcbBQyJ1q  #news http://t.co/KKSgHsblFH,0,2018-12-05 01:06:00,city program help turn blight greenspace tennessee housing development news,-24.7761086,134.755,True,0.39561566710472107
6725,lava,Australia,Deal of The Day : http://t.co/Australia0qQqhQVj Brand New DSERIALPCILP Lava Computer PCI Bus Dual Serial 16550 Board  #eÛ_ http://t.co/l0b14SJ7JB,0,2023-06-15 14:33:00,deal day brand new dserialpcilp lava computer pci bus dual serial board e,,,True,0.2397632896900177
6742,lava,Australia,Check This Deal : http://t.co/uOoYgBb6aZ Sivan Health and Fitness Basalt Lava Hot Stone Massage Kit with 36 PieceÛ_ http://t.co/JJxcnwBp15,0,2016-02-14 04:35:00,check deal sivan health fitness basalt lava hot stone massage kit piece,,,True,0.22015415132045746
6466,injured,Australia,Offers : http://t.co/Gl3C1vc88P #8392 Deluxe Toilet Safety Support/Health/Home/Bathroom/Support/Elderly/Injured/SÛ_ http://t.co/vihdoKScCC,1,2020-03-13 23:09:00,offers deluxe toilet safety supporthealthhomebathroomsupportelderlyinjureds,-24.7761086,134.755,True,0.3788711130619049
3182,deluge,Australia,Audio: 16 Business Owners Share What They Would Do Differently Pt1 http://t.co/9uTqe9ZfDE,0,2019-12-25 22:11:00,audio business owners share would differently pt,-24.7761086,134.755,True,0.3451472222805023
6665,landslide,Australia,Speaking of memorable debates: 60-Second Know-It-All: Ronald Reagan's landslide romp on Election Day in 1980 m... http://t.co/2XOhtjQJWh,0,2023-01-07 06:48:00,speaking memorable debates second knowitall ronald reagans landslide romp election day,-24.7761086,134.755,True,0.4686487317085266
6742,lava,Australia,Check This Deal : http://t.co/uOoYgBb6aZ Sivan Health and Fitness Basalt Lava Hot Stone Massage Kit with 36 PieceÛ_ http://t.co/JJxcnwBp15,0,2017-12-28 02:00:00,check deal sivan health fitness basalt lava hot stone massage kit piece,-24.7761086,134.755,True,0.22015415132045746
6742,lava,Australia,Check This Deal : http://t.co/uOoYgBb6aZ Sivan Health and Fitness Basalt Lava Hot Stone Massage Kit with 36 PieceÛ_ http://t.co/JJxcnwBp15,0,2015-10-20 22:31:00,check deal sivan health fitness basalt lava hot stone massage kit piece,-24.7761086,134.755,True,0.22015415132045746
7116,military,Australia,Mike Magner Discusses A Trust Betrayed: http://t.co/psbxl1HvU3 via @YouTube #military #veterans #environment,0,2023-07-24 15:50:00,mike magner discusses trust betrayed via military veterans environment,-24.7761086,134.755,True,0.4453304708003998
3182,deluge,Australia,Audio: 16 Business Owners Share What They Would Do Differently Pt1 http://t.co/9uTqe9ZfDE,0,2021-06-28 05:27:00,audio business owners share would differently pt,-24.7761086,134.755,True,0.3451472222805023
6725,lava,Australia,Deal of The Day : http://t.co/Australia0qQqhQVj Brand New DSERIALPCILP Lava Computer PCI Bus Dual Serial 16550 Board  #eÛ_ http://t.co/l0b14SJ7JB,0,2020-09-03 16:22:00,deal day brand new dserialpcilp lava computer pci bus dual serial board e,-24.7761086,134.755,True,0.2397632896900177
1149,blight,Australia,City program to help turn blight into greenspace: The Tennessee Housing DevelopmentÛ_ http://t.co/ZZcbBQyJ1q  #news http://t.co/KKSgHsblFH,0,2022-11-02 17:59:00,city program help turn blight greenspace tennessee housing development news,-24.7761086,134.755,True,0.39561566710472107
6742,lava,Australia,Check This Deal : http://t.co/uOoYgBb6aZ Sivan Health and Fitness Basalt Lava Hot Stone Massage Kit with 36 PieceÛ_ http://t.co/JJxcnwBp15,0,2021-04-15 13:40:00,check deal sivan health fitness basalt lava hot stone massage kit piece,-24.7761086,134.755,True,0.22015415132045746
2415,collide,Australia,When high fashion and food collide: Gucci has chosen one of ShanghaiÛªs most popular commercial avenue... http://t.co/MkRxQZeHmY #fashion,0,2021-01-09 09:07:00,high fashion food collide gucci chosen one shanghais popular commercial avenue fashion,-24.7761086,134.755,True,0.15438638627529144
1149,blight,Australia,City program to help turn blight into greenspace: The Tennessee Housing DevelopmentÛ_ http://t.co/ZZcbBQyJ1q  #news http://t.co/KKSgHsblFH,0,2022-03-08 09:14:00,city program help turn blight greenspace tennessee housing development news,-24.7761086,134.755,True,0.39561566710472107
6725,lava,Australia,Deal of The Day : http://t.co/Australia0qQqhQVj Brand New DSERIALPCILP Lava Computer PCI Bus Dual Serial 16550 Board  #eÛ_ http://t.co/l0b14SJ7JB,0,2020-07-21 13:01:00,deal day brand new dserialpcilp lava computer pci bus dual serial board e,-24.7761086,134.755,True,0.2397632896900177
2808,cyclone,Australia,"#Camera #Art #Photography http://t.co/TJGxDc3D5p #0215 New BoltåÊCyclone DR PP-400DR Dual Outlet Power PackåÊFor External Camera Flash

$30Û_",0,2017-10-27 00:19:00,camera art photography new boltcyclone dr ppdr dual outlet power packfor external camera flash,-24.7761086,134.755,True,0.3886272609233856
3182,deluge,Australia,Audio: 16 Business Owners Share What They Would Do Differently Pt1 http://t.co/9uTqe9ZfDE,0,2023-08-09 16:05:00,audio business owners share would differently pt,-24.7761086,134.755,True,0.3451472222805023
3182,deluge,Australia,Audio: 16 Business Owners Share What They Would Do Differently Pt1 http://t.co/9uTqe9ZfDE,0,2022-08-13 06:42:00,audio business owners share would differently pt,-24.7761086,134.755,True,0.3451472222805023
6665,landslide,Australia,Speaking of memorable debates: 60-Second Know-It-All: Ronald Reagan's landslide romp on Election Day in 1980 m... http://t.co/2XOhtjQJWh,0,2017-05-01 17:56:00,speaking memorable debates second knowitall ronald reagans landslide romp election day,-24.7761086,134.755,True,0.4686487317085266
2808,cyclone,Australia,"#Camera #Art #Photography http://t.co/TJGxDc3D5p #0215 New BoltåÊCyclone DR PP-400DR Dual Outlet Power PackåÊFor External Camera Flash

$30Û_",0,2016-04-11 03:43:00,camera art photography new boltcyclone dr ppdr dual outlet power packfor external camera flash,-24.7761086,134.755,True,0.3886272609233856
1149,blight,Australia,City program to help turn blight into greenspace: The Tennessee Housing DevelopmentÛ_ http://t.co/ZZcbBQyJ1q  #news http://t.co/KKSgHsblFH,0,2016-11-16 10:36:00,city program help turn blight greenspace tennessee housing development news,-24.7761086,134.755,True,0.39561566710472107
6466,injured,Australia,Offers : http://t.co/Gl3C1vc88P #8392 Deluxe Toilet Safety Support/Health/Home/Bathroom/Support/Elderly/Injured/SÛ_ http://t.co/vihdoKScCC,1,2015-11-19 13:53:00,offers deluxe toilet safety supporthealthhomebathroomsupportelderlyinjureds,-24.7761086,134.755,True,0.3788711130619049
1149,blight,Australia,City program to help turn blight into greenspace: The Tennessee Housing DevelopmentÛ_ http://t.co/ZZcbBQyJ1q  #news http://t.co/KKSgHsblFH,0,2018-12-07 18:57:00,city program help turn blight greenspace tennessee housing development news,-24.7761086,134.755,True,0.39561566710472107
7116,military,Australia,Mike Magner Discusses A Trust Betrayed: http://t.co/psbxl1HvU3 via @YouTube #military #veterans #environment,0,2016-02-14 04:37:00,mike magner discusses trust betrayed via military veterans environment,-24.7761086,134.755,True,0.4453304708003998
10210,volcano,Australia,"Japan Aogashima Volcano. By Unknown - Check It Out! http://t.co/OegFQBIqIq
 #Aogashima #Japan #photography #Volcano",1,2023-04-21 01:41:00,japan aogashima volcano unknown check aogashima japan photography volcano,-24.7761086,134.755,True,0.46631479263305664
6725,lava,Australia,Deal of The Day : http://t.co/Australia0qQqhQVj Brand New DSERIALPCILP Lava Computer PCI Bus Dual Serial 16550 Board  #eÛ_ http://t.co/l0b14SJ7JB,0,2022-05-25 09:53:00,deal day brand new dserialpcilp lava computer pci bus dual serial board e,-24.7761086,134.755,True,0.2397632896900177
6742,lava,Australia,Check This Deal : http://t.co/uOoYgBb6aZ Sivan Health and Fitness Basalt Lava Hot Stone Massage Kit with 36 PieceÛ_ http://t.co/JJxcnwBp15,0,2023-02-13 23:44:00,check deal sivan health fitness basalt lava hot stone massage kit piece,-24.7761086,134.755,True,0.22015415132045746
6665,landslide,Australia,Speaking of memorable debates: 60-Second Know-It-All: Ronald Reagan's landslide romp on Election Day in 1980 m... http://t.co/2XOhtjQJWh,0,2017-02-16 18:45:00,speaking memorable debates second knowitall ronald reagans landslide romp election day,-24.7761086,134.755,True,0.4686487317085266
6742,lava,Australia,Check This Deal : http://t.co/uOoYgBb6aZ Sivan Health and Fitness Basalt Lava Hot Stone Massage Kit with 36 PieceÛ_ http://t.co/JJxcnwBp15,0,2017-09-27 23:25:00,check deal sivan health fitness basalt lava hot stone massage kit piece,-24.7761086,134.755,True,0.22015415132045746
5582,flood,Australia,Motors Hot Deals #452 &gt;&gt; http://t.co/ED32PBviO7 10x 27W 12V 24V LED Work Light FLOOD Lamp Tractor Truck SUV UTV AÛ_ http://t.co/IfM6v6480P,0,2022-04-24 15:32:00,motors hot deals gtgt x w v v led work light flood lamp tractor truck suv utv,-24.7761086,134.755,True,0.2386932522058487
3182,deluge,Australia,Audio: 16 Business Owners Share What They Would Do Differently Pt1 http://t.co/9uTqe9ZfDE,0,2019-04-29 02:48:00,audio business owners share would differently pt,-24.7761086,134.755,True,0.3451472222805023
6665,landslide,Australia,Speaking of memorable debates: 60-Second Know-It-All: Ronald Reagan's landslide romp on Election Day in 1980 m... http://t.co/2XOhtjQJWh,0,2022-09-01 20:48:00,speaking memorable debates second knowitall ronald reagans landslide romp election day,-24.7761086,134.755,True,0.4686487317085266
2415,collide,Australia,When high fashion and food collide: Gucci has chosen one of ShanghaiÛªs most popular commercial avenue... http://t.co/MkRxQZeHmY #fashion,0,2016-04-13 10:54:00,high fashion food collide gucci chosen one shanghais popular commercial avenue fashion,-24.7761086,134.755,True,0.15438638627529144
7116,military,Australia,Mike Magner Discusses A Trust Betrayed: http://t.co/psbxl1HvU3 via @YouTube #military #veterans #environment,0,2017-02-12 09:57:00,mike magner discusses trust betrayed via military veterans environment,-24.7761086,134.755,True,0.4453304708003998
1149,blight,Australia,City program to help turn blight into greenspace: The Tennessee Housing DevelopmentÛ_ http://t.co/ZZcbBQyJ1q  #news http://t.co/KKSgHsblFH,0,2016-02-11 20:40:00,city program help turn blight greenspace tennessee housing development news,-24.7761086,134.755,True,0.39561566710472107
7116,military,Australia,Mike Magner Discusses A Trust Betrayed: http://t.co/psbxl1HvU3 via @YouTube #military #veterans #environment,0,2021-12-14 16:28:00,mike magner discusses trust betrayed via military veterans environment,-24.7761086,134.755,True,0.4453304708003998
5582,flood,Australia,Motors Hot Deals #452 &gt;&gt; http://t.co/ED32PBviO7 10x 27W 12V 24V LED Work Light FLOOD Lamp Tractor Truck SUV UTV AÛ_ http://t.co/IfM6v6480P,0,2022-03-18 14:18:00,motors hot deals gtgt x w v v led work light flood lamp tractor truck suv utv,-24.7761086,134.755,True,0.2386932522058487
2808,cyclone,Australia,"#Camera #Art #Photography http://t.co/TJGxDc3D5p #0215 New BoltåÊCyclone DR PP-400DR Dual Outlet Power PackåÊFor External Camera Flash

$30Û_",0,2020-07-01 11:10:00,camera art photography new boltcyclone dr ppdr dual outlet power packfor external camera flash,-24.7761086,134.755,True,0.3886272609233856
5582,flood,Australia,Motors Hot Deals #452 &gt;&gt; http://t.co/ED32PBviO7 10x 27W 12V 24V LED Work Light FLOOD Lamp Tractor Truck SUV UTV AÛ_ http://t.co/IfM6v6480P,0,2018-04-17 19:01:00,motors hot deals gtgt x w v v led work light flood lamp tractor truck suv utv,-24.7761086,134.755,True,0.2386932522058487
2808,cyclone,Australia,"#Camera #Art #Photography http://t.co/TJGxDc3D5p #0215 New BoltåÊCyclone DR PP-400DR Dual Outlet Power PackåÊFor External Camera Flash

$30Û_",0,2020-08-18 21:42:00,camera art photography new boltcyclone dr ppdr dual outlet power packfor external camera flash,-24.7761086,134.755,True,0.3886272609233856
3182,deluge,Australia,Audio: 16 Business Owners Share What They Would Do Differently Pt1 http://t.co/9uTqe9ZfDE,0,2022-08-07 13:35:00,audio business owners share would differently pt,,,True,0.3451472222805023
8079,rescue,Australia,"Lunch for the crew is made. Night night it's been a long day! 
~Peace~Love~Rescue~",0,2022-08-05 17:32:00,lunch crew made night night long day peaceloverescue,,,True,0.38659045100212097
1149,blight,Australia,City program to help turn blight into greenspace: The Tennessee Housing DevelopmentÛ_ http://t.co/ZZcbBQyJ1q  #news http://t.co/KKSgHsblFH,0,2019-07-05 00:32:00,city program help turn blight greenspace tennessee housing development news,,,True,0.39561566710472107
6466,injured,Australia,Offers : http://t.co/Gl3C1vc88P #8392 Deluxe Toilet Safety Support/Health/Home/Bathroom/Support/Elderly/Injured/SÛ_ http://t.co/vihdoKScCC,1,2022-09-03 04:25:00,offers deluxe toilet safety supporthealthhomebathroomsupportelderlyinjureds,,,True,0.3788711130619049
6725,lava,Australia,Deal of The Day : http://t.co/Australia0qQqhQVj Brand New DSERIALPCILP Lava Computer PCI Bus Dual Serial 16550 Board  #eÛ_ http://t.co/l0b14SJ7JB,0,2022-11-14 06:37:00,deal day brand new dserialpcilp lava computer pci bus dual serial board e,,,True,0.2397632896900177
5582,flood,Australia,Motors Hot Deals #452 &gt;&gt; http://t.co/ED32PBviO7 10x 27W 12V 24V LED Work Light FLOOD Lamp Tractor Truck SUV UTV AÛ_ http://t.co/IfM6v6480P,0,2022-06-19 08:49:00,motors hot deals gtgt x w v v led work light flood lamp tractor truck suv utv,,,True,0.2386932522058487
8079,rescue,Australia,"Lunch for the crew is made. Night night it's been a long day! 
~Peace~Love~Rescue~",0,2021-05-22 07:28:00,lunch crew made night night long day peaceloverescue,,,True,0.38659045100212097
5310,fear,Australia,"Daily Reflections
August 6
DRIVEN
Driven by a hundred forms of fear self-delusion self-seeking and self-pity... http://t.co/DXfqOu4kT2",0,2017-12-16 13:27:00,daily reflectionsaugust drivendriven hundred forms fear selfdelusion selfseeking selfpity,,,True,0.2997243106365204
